,Name,TenforeId,ReturnM0,ReturnM12,ReturnM36,ReturnM60,StandardDeviationM36,SharpeM36,TrackRecordExtension,ReturnM120,AlphaM36,BetaM36
26825,Schroder ISF Frntr Mkts Eq B Acc EUR,52.8.LU2407914048,12.9,11.47,,,,,False,,,
26826,Schroder ISF Frntr Mkts Eq B Acc USD,52.8.LU0562314475,13.1,12.11,14.94,8.24,12.03,1.41,False,6.32,11.57,0.97
26827,Schroder ISF Frntr Mkts Eq C Acc EUR,52.8.LU0968301142,13.97,12.76,16.27,9.48,11.79,1.53,False,7.5,12.65,0.96
26828,Schroder ISF Frntr Mkts Eq C Acc GBP,52.8.LU0971766711,14.18,13.24,16.34,9.47,11.73,1.51,False,7.49,12.37,0.96
26829,Schroder ISF Frntr Mkts Eq C Acc USD,52.8.LU0562314715,14.16,13.41,16.29,9.5,12.04,1.51,False,7.53,12.75,0.97
26830,Schroder ISF Frntr Mkts Eq I Acc USD,52.8.LU0562315100,15.32,14.82,17.71,10.85,12.06,1.61,False,9.0,13.98,0.97
26831,T. Rowe Price Frontier Mkts Eq A USD,52.8.LU1079763535,5.42,7.45,11.2,5.86,12.67,1.09,False,,8.53,1.03
26832,T. Rowe Price Frontier Mkts Eq In EUR 2,52.8.LU2483480039,6.6,8.66,,,,,False,,,
26833,T. Rowe Price Frontier Mkts Eq I EUR,52.8.LU1777971620,6.47,8.52,12.38,6.95,12.69,1.17,False,,9.59,1.04
26834,T. Rowe Price Frontier Mkts Eq I USD,52.8.LU1079765662,6.44,8.68,12.43,6.98,12.69,1.17,False,,9.64,1.03
26835,T. Rowe Price Frontier Mkts Eq Q GBP,52.8.LU1079768849,6.76,8.68,12.4,6.9,12.67,1.15,False,,9.35,1.03
26836,T. Rowe Price Frontier Mkts Eq Q USD,52.8.LU1079764939,6.39,8.7,12.36,6.9,12.68,1.17,False,,9.56,1.03
26837,T. Rowe Price Frontier Mkts Eq S USD,52.8.LU1607940118,7.3,9.77,13.57,8.09,12.69,1.25,False,,10.65,1.03
26838,Templeton Frontier Markets A(acc)EUR,52.8.LU0390137031,5.67,1.87,9.49,3.98,13.04,0.94,False,2.71,7.06,1.0
26839,Templeton Frontier Markets A(acc)SGD,52.8.LU0390137544,5.67,1.94,9.48,4.0,13.05,0.94,False,2.73,7.04,1.0
26840,Templeton Frontier Markets A(acc)USD,52.8.LU0390136736,5.75,1.52,9.52,4.02,12.93,0.95,False,2.74,7.0,0.99
26841,Templeton Frontier Markets A(Ydis)GBP,52.8.LU0390137114,5.93,2.49,9.41,3.98,13.0,0.94,False,2.71,6.96,0.99
26842,Templeton Frontier Markets A(Ydis)USD,52.8.LU0390137627,5.73,1.58,9.51,4.03,12.95,0.94,False,2.75,6.98,1.0
26843,Templeton Frontier Markets I(acc)EUR,52.8.LU0390137205,6.61,2.99,10.67,5.09,13.05,1.02,False,3.8,8.13,1.0
26844,Templeton Frontier Markets I(acc)USD,52.8.LU0390136900,6.63,2.62,10.7,5.17,12.96,1.03,False,3.86,8.1,1.0
26845,Templeton Frontier Markets I(Ydis)GBP,52.8.LU0390137387,6.86,3.59,10.57,5.08,12.99,1.02,False,3.8,8.04,0.99
26846,Templeton Frontier Markets N(acc)EUR,52.8.LU0390137973,5.24,1.36,8.92,3.46,13.02,0.9,False,2.19,6.55,1.0
26847,Templeton Frontier Markets W(acc)EUR,52.8.LU0976564525,6.52,2.89,10.57,5.02,13.05,1.02,True,3.69,8.05,1.0
26848,Templeton Frontier Markets W(acc)GBP,52.8.LU0768359852,6.81,3.52,10.52,5.02,12.99,1.01,True,3.67,7.95,0.99
26849,Templeton Frontier Markets W(acc)USD,52.8.LU0792612979,6.54,2.51,10.59,5.06,12.95,1.02,True,3.71,7.99,1.0
26850,AZ Fd 1 AZ Eq China A-AZ C,52.8.LU2097828631,-21.61,-13.4,-18.81,,23.67,-0.63,False,,-11.5,0.98
26851,AZ 1 AZ Eq China A-AZ USD C,52.8.LU2097828805,-21.18,-12.83,-18.59,,23.65,-0.62,False,,-11.32,0.97
26852,AZ 1 AZ Eq China A-Inst EUR C,52.8.LU2097828474,-20.41,-11.75,,,,,False,,,
26853,AZ 1 AZ Eq China A-Inst USD C,52.8.LU2097828557,-20.39,-11.72,-17.47,,23.75,-0.56,False,,-9.77,0.98
26854,AZ 1 AZ Eq China B-AZ C,52.8.LU2097828714,-21.59,-13.39,-18.8,,23.67,-0.63,False,,-11.49,0.98
26855,BANOR SICAV Greater China Equity I USD,52.8.LU1082251577,-13.01,-0.66,-27.28,-6.08,32.21,-0.78,True,,-18.76,1.31
26856,BANOR SICAV Greater China Equity R USD,52.8.LU0625190888,-13.6,-1.49,-27.9,-6.9,32.18,-0.8,False,,-19.6,1.31
26857,BGF China Innovation A2 USD Acc,52.8.LU2359292013,0.8,2.41,,,,,False,,,
26858,BGF China Innovation D2 EUR Acc,52.8.LU2359292286,1.53,2.98,,,,,False,,,
26859,BGF China Innovation D2 USD Acc,52.8.LU2359292104,1.47,3.27,,,,,False,,,
26860,BGF China Innovation E2 EUR Acc,52.8.LU2359292369,0.34,1.5,,,,,False,,,
26861,BGF China Innovation I2 USD Acc,52.8.LU2359292443,1.69,3.48,,,,,False,,,
26862,BGF China Innovation X2 USD Acc,52.8.LU2359292526,2.23,4.12,,,,,False,,,
26863,Carmignac Pf China New Economy A EUR Acc,52.8.LU2295992320,-23.64,0.3,-14.82,,38.04,-0.17,True,,1.18,1.47
26864,Carmignac Pf China New Economy F EUR Acc,52.8.LU2295992676,-23.24,0.98,-14.25,,38.03,-0.15,True,,1.82,1.47
26865,Fidelity China Innovation A-Acc-EUR,52.8.LU0455706654,-9.2,3.77,,,,,False,,,
26866,Fidelity China Innovation A-Dis-USD,52.8.LU0455707207,-9.56,3.82,,,,,False,,,
26867,Fidelity China Innovation E-Acc-EUR,52.8.LU2303031699,-9.82,2.98,,,,,False,,,
26868,Fidelity China Innovation Y-Acc-EUR,52.8.LU2242645260,-8.51,4.89,,,,,False,,,
26869,Fidelity China Innovation Y-Acc-USD,52.8.LU0455707462,-8.91,4.66,,,,,False,,,
26870,Fidelity Greater China A-Acc-EUR,52.8.LU1400166911,-4.19,11.07,-8.51,1.92,22.42,-0.25,False,,-2.03,1.01
26871,Fidelity Greater China A-Acc-USD,52.8.LU1224710126,-4.4,11.18,-8.52,1.93,22.47,-0.25,False,,-2.03,1.02
26872,Fidelity Greater China A-Dis-USD,52.8.LU0048580855,-4.47,11.18,-8.53,1.93,22.48,-0.25,False,6.38,-2.02,1.02
26873,Fidelity Greater China E-Acc-EUR,52.8.LU0115765595,-4.76,10.26,-9.19,1.16,22.37,-0.29,False,5.59,-2.8,1.01
26874,Fidelity Greater China Y-Acc-USD,52.8.LU0346391161,-3.78,12.1,-7.74,2.8,22.49,-0.21,True,7.25,-1.16,1.02
26875,FSSA Greater China Growth I CNH Acc,52.8.IE000YN11P12,,,,,,,False,,,
26876,FSSA Greater China Growth I USD Acc,52.8.IE0031814852,-13.75,1.74,-5.39,3.48,20.08,-0.07,False,7.06,1.75,0.95
26877,FSSA Greater China Growth I USD Inc,52.8.IE00B031J352,-13.75,1.74,-5.4,3.44,20.08,-0.07,False,7.03,1.74,0.95
26878,FSSA Greater China Growth III USD Acc,52.8.IE00B9723685,-13.4,2.25,-4.92,3.99,20.09,-0.05,False,,2.24,0.95
26879,FSSA Greater China Growth III USD Inc,52.8.IE00B96WWD96,-13.4,2.25,-4.91,4.0,20.09,-0.05,False,7.57,2.25,0.95
26880,FSSA Greater China Growth VI EUR Acc,52.8.IE00BYXW3F60,-13.73,1.37,-4.99,,20.58,-0.05,False,,2.4,0.97
26881,GS Greater China EQ-P Cap EUR,52.8.LU0273689215,-9.05,-0.42,-14.62,-0.76,26.75,-0.31,False,3.89,-3.25,1.18
26882,GS Greater China EQ-P Cap USD,52.8.LU0119216801,-9.08,-0.46,-14.64,-0.77,26.75,-0.31,False,3.88,-3.26,1.18
26883,GS Greater China EQ-P Dis USD,52.8.LU0119217288,-9.06,-0.45,-14.63,-0.76,26.75,-0.31,False,3.89,-3.26,1.18
26884,GS Greater China EQ-R Cap USD,52.8.LU1687282639,-8.52,0.3,-13.99,,26.76,-0.28,False,,-2.51,1.18
26885,GS Greater China EQ-R Dis USD,52.8.LU1687282803,-8.5,0.32,-13.98,-0.01,26.76,-0.28,False,,-2.5,1.18
26886,GS Greater China EQ-X Cap USD,52.8.LU0121204944,-9.43,-0.95,-15.06,-1.25,26.74,-0.33,False,3.37,-3.76,1.18
26887,Invesco Greater China Equity A EUR Acc,52.8.LU2606014236,,,,,,,False,,,
26888,Invesco Greater China Equity A USD Acc,52.8.LU0048816135,-11.2,8.84,-12.76,-1.71,22.37,-0.41,False,4.05,-5.72,1.0
26889,Invesco Greater China Equity A EUR AD,52.8.LU1075210119,-11.07,8.22,-12.7,-1.67,22.57,-0.41,False,,-5.66,1.01
26890,Invesco Greater China Equity C USD Acc,52.8.LU0100600369,-10.76,9.48,-12.24,-1.12,22.37,-0.38,False,4.68,-5.12,1.0
26891,Invesco Greater China Equity E EUR Acc,,-11.67,7.37,-13.37,-2.41,22.54,-0.44,False,3.28,-6.4,1.01
26892,Invesco Greater China Equity Z EUR Acc,52.8.LU0955862791,-10.51,9.11,-11.97,-0.83,22.57,-0.37,False,4.91,-4.81,1.01
26893,JPM Greater China A (acc) USD,52.8.LU0210526801,-13.76,3.96,-11.03,5.62,22.4,-0.31,False,6.93,-2.87,1.04
26894,JPM Greater China A (dist) USD,52.8.LU0117841782,-13.76,3.97,-11.04,5.61,22.4,-0.31,False,6.92,-2.88,1.04
26895,JPM Greater China C (acc) EUR,52.8.LU1106505156,-13.17,4.59,-10.35,6.44,22.1,-0.27,False,,-2.16,1.03
26896,JPM Greater China C (acc) USD,52.8.LU0129484258,-13.17,4.83,-10.32,6.48,22.42,-0.27,False,7.82,-2.07,1.04
26897,JPM Greater China C (dist) USD,52.8.LU0822046958,-13.19,4.81,-10.32,6.47,22.42,-0.27,False,,-2.08,1.04
26898,JPM Greater China D (acc) EUR,52.8.LU0522352946,-14.42,2.74,-11.94,4.53,22.06,-0.36,False,5.84,-3.95,1.03
26899,JPM Greater China D (acc) USD,52.8.LU0117841949,-14.45,2.95,-11.92,4.56,22.38,-0.35,False,5.85,-3.88,1.04
26900,JPM Greater China I (acc) USD,52.8.LU0248053877,-13.16,4.86,-10.28,6.52,22.41,-0.27,False,7.88,-2.04,1.04
26901,JPM Greater China I2 (acc) EUR,52.8.LU1814672827,-13.03,4.8,-10.18,,22.1,-0.27,False,,-1.96,1.03
26902,JPM Greater China I2 (acc) USD,52.8.LU1727356906,-13.05,5.02,-10.15,,22.42,-0.26,False,,-1.89,1.04
26903,Matthews China Small Coms A EUR Acc,52.8.LU2353186104,-17.36,-9.58,,,,,False,,,
26904,Matthews China Small Coms Fd A USD Acc,52.8.LU0721876364,-17.08,-8.78,-11.33,6.52,22.37,-0.33,False,7.84,-4.46,0.92
26905,Matthews China Small Coms I GBP Acc,52.8.LU2075925870,-16.82,-8.38,-10.67,,21.88,-0.32,False,,-4.31,0.9
26906,Matthews China Small Coms Fd I USD Acc,52.8.LU0721876877,-16.51,-8.03,-10.63,7.33,22.39,-0.29,False,8.53,-3.66,0.92
26907,Matthews China Small Coms S EUR Acc,52.8.LU2353186013,-16.57,-8.43,,,,,False,,,
26908,PineBridge Greater China Equity A,52.8.IE0032431581,-7.87,4.52,-4.35,0.25,16.96,-0.03,False,2.59,1.43,0.82
26909,PineBridge Greater China Equity Y,52.8.IE00B0JY6K42,-2.57,-8.1,,,,,False,,,
26910,Polar Capital China stars I Acc,52.8.IE00BG43Q423,-17.71,-8.63,-11.76,2.49,23.71,-0.29,False,,-2.97,1.04
26911,Polar Capital China stars I Acc EUR,,-17.74,-8.64,-11.76,2.48,24.0,-0.28,False,,-2.97,1.04
26912,Polar Capital China stars I Acc GBP,,-17.71,-8.66,-11.75,2.5,24.0,-0.28,False,,-2.97,1.04
26913,Polar Capital China stars R Acc,52.8.IE00BG43Q191,-18.11,-9.05,-12.14,2.06,23.72,-0.3,False,,-3.37,1.04
26914,Polar Capital China stars R Acc EUR,,-18.05,-9.0,-12.14,2.08,24.07,-0.29,False,,-3.37,1.04
26915,Polar Capital China stars R Acc GBP,,-18.05,-9.07,-12.15,2.06,24.04,-0.29,False,,-3.37,1.04
26916,Polar Capital China stars S Acc,52.8.IE00BG43Q753,-17.51,-8.33,-11.5,2.78,23.72,-0.27,False,,-2.63,1.04
26917,Polar Capital China stars S Acc EUR,,-17.45,-8.24,-11.49,2.79,24.0,-0.26,False,,-2.63,1.04
26918,Polar Capital China stars S Acc GBP,,-17.48,-8.32,-11.48,2.77,24.08,-0.26,False,,-2.63,1.04
26919,Schroder ISF Greater China A Acc EUR,52.8.LU0365775922,-11.04,3.69,-7.64,3.78,21.83,-0.16,False,7.85,0.27,1.01
26920,Schroder ISF Greater China A Acc USD,52.8.LU0140636845,-10.89,4.28,-7.64,3.79,21.98,-0.15,True,7.88,0.38,1.01
26921,Schroder ISF Greater China A Inc EUR,52.8.LU2390151665,-11.05,3.68,,,,,False,,,
26922,Schroder ISF Greater China A Dis GBP AV,52.8.LU0199880310,-10.88,4.12,-7.58,3.77,21.36,-0.18,True,7.83,-0.22,0.99
26923,Schroder ISF Greater China A1 Acc USD,52.8.LU0161616080,-11.26,3.76,-8.1,3.27,21.97,-0.17,True,7.34,-0.12,1.01
26924,Schroder ISF Greater China B Acc USD,52.8.LU0140636928,-11.33,3.65,-8.19,3.17,21.97,-0.18,False,7.23,-0.22,1.01
26925,Schroder ISF Greater China C Acc EUR,52.8.LU1725194317,-10.64,4.26,-7.13,4.35,21.84,-0.13,False,,0.83,1.01
26926,Schroder ISF Greater China C Acc SGD,52.8.LU2289885027,-10.49,4.69,,,,,False,,,
26927,Schroder ISF Greater China C Acc USD,52.8.LU0140637140,-10.49,4.85,-7.13,4.37,21.99,-0.13,True,8.49,0.94,1.01
26928,Schroder ISF Greater China C Dis GBP,52.8.LU0492969166,-10.47,4.7,-7.07,4.36,21.36,-0.15,False,8.46,0.33,0.99
26929,Schroder ISF Greater China I Acc EUR,52.8.LU0890606212,-9.7,5.6,-5.95,5.67,21.86,-0.08,False,9.83,2.09,1.01
26930,Schroder ISF Greater China IZ Acc USD,52.8.LU1953148969,-10.21,5.26,-6.77,,22.0,-0.11,False,,1.32,1.02
26931,UBS (Lux) EF Greater China (USD) (EUR) N,52.8.LU0577510026,-13.48,4.31,-14.26,1.66,24.72,-0.44,False,7.32,-6.39,1.11
26932,UBS (Lux) EF Greater China (USD) I-A1,52.8.LU0403290488,-12.18,6.73,-12.71,3.45,24.39,-0.39,False,9.2,-5.04,1.1
26933,UBS (Lux) EF Greater China (USD) K-1,52.8.LU0403289639,20.39,31.16,21.14,9.22,15.32,1.61,False,,4.63,1.11
26934,UBS (Lux) EF Greater China (USD) P,52.8.LU0072913022,-12.89,5.32,-13.86,2.08,24.39,-0.44,False,7.79,-6.36,1.1
26935,UBS (Lux) EF Greater China (USD) Q,52.8.LU0403290215,-12.07,6.53,-12.87,3.25,24.42,-0.4,True,9.0,-5.22,1.1
26936,UBS (Lux) EF Greater China (USD) (SGD) P,52.8.LU0501845795,-13.16,5.21,-13.87,2.04,24.41,-0.44,False,7.75,-6.31,1.1
26937,Value Partners Classic Eq GBP Acc,,22.51,19.37,8.15,9.46,14.04,0.66,False,,0.07,0.92
26938,Value Partners Classic Eq RDR GBP Acc,52.8.IE000NLYR0S1,-8.47,-5.61,,,,,False,,,
26939,Value Partners Classic Eq USD Acc,52.8.IE00B7SWNS53,-9.51,-5.83,-8.97,1.01,22.94,-0.19,False,5.42,-0.8,1.01
26940,Value Partners Classic Eq Z USD Acc,52.8.IE00B96RCG78,-9.03,-5.18,-9.19,0.99,22.75,-0.2,False,,-1.11,1.0
26941,Allianz Hong Kong Equity A USD,52.8.LU0348735423,-17.88,0.29,-9.66,-2.45,22.8,-0.21,False,1.63,-3.7,1.01
26942,Allianz Hong Kong Equity IT USD,52.8.LU0348738526,-17.2,1.3,-8.74,-1.46,22.82,-0.17,True,2.66,-2.69,1.01
26943,FSSA Hong Kong Growth I USD Acc,52.8.IE0008369823,-16.98,1.97,-5.6,-0.16,20.78,-0.06,False,4.88,-0.7,0.92
26944,FSSA Hong Kong Growth III USD Acc,52.8.IE0008375762,-16.64,2.48,-5.11,0.36,20.79,-0.04,False,5.64,-0.18,0.92
26945,HSBC GIF Hong Kong Equity AC,52.8.LU0164880469,-16.16,1.65,-11.23,-2.48,21.02,-0.35,True,1.73,-6.62,0.93
26946,HSBC GIF Hong Kong Equity AD,52.8.LU0149721374,-16.15,1.67,-11.22,-2.48,21.02,-0.35,True,1.75,-6.62,0.93
26947,HSBC GIF Hong Kong Equity EC,52.8.LU0164857640,-16.5,1.14,-11.67,-2.96,21.02,-0.37,False,1.23,-7.12,0.93
26948,HSBC GIF Hong Kong Equity IC,52.8.LU0164880626,-15.58,2.51,-10.47,-1.64,21.04,-0.31,False,2.6,-5.78,0.93
26949,HSBC GIF Hong Kong Equity PD,52.8.LU0011817854,-15.8,2.19,-10.77,-1.99,21.03,-0.32,False,2.26,-6.12,0.93
26950,Schroder ISF Hong Kong Eq A Acc HKD,52.8.LU0149534421,-14.84,2.31,-6.87,-0.11,20.5,-0.11,True,4.62,-1.65,0.92
26951,Schroder ISF Hong Kong Eq A Acc USD,52.8.LU0607220059,-14.92,2.3,-6.87,-0.12,20.54,-0.11,False,4.62,-1.63,0.92
26952,Schroder ISF Hong Kong Eq A1 Acc HKD,52.8.LU0149537283,-15.19,1.8,-7.34,-0.61,20.49,-0.14,True,4.1,-2.15,0.92
26953,Schroder ISF Hong Kong Eq A1 Acc USD,52.8.LU0555809101,-15.26,1.79,-7.34,-0.61,20.54,-0.14,False,4.1,-2.13,0.92
26954,Schroder ISF Hong Kong Eq B Acc HKD,52.8.LU0149535667,-15.25,1.7,-7.43,-0.71,20.49,-0.14,True,4.0,-2.25,0.92
26955,Schroder ISF Hong Kong Eq C Acc CHF,52.8.LU0820944667,-14.33,2.88,-6.25,0.45,20.72,-0.1,False,5.22,-1.23,0.93
26956,Schroder ISF Hong Kong Eq C Acc HKD,52.8.LU0149536715,-14.46,2.87,-6.36,0.44,20.51,-0.09,True,5.22,-1.1,0.92
26957,Schroder ISF Hong Kong Eq IZ Acc HKD,52.8.LU2016218872,-14.32,3.11,-6.15,,20.52,-0.08,False,,-0.88,0.92
26958,AB India Growth A USD,52.8.LU0430678424,9.37,0.6,11.7,8.18,14.75,0.96,False,9.85,-1.86,0.84
26959,AB India Growth AX USD,52.8.LU0047987325,9.54,0.8,11.92,8.41,14.75,0.98,False,10.08,-1.65,0.84
26960,AB India Growth B USD,52.8.LU0430678770,9.36,0.56,11.21,7.47,14.7,0.93,False,8.94,-2.29,0.83
26961,AB India Growth BX USD,52.8.LU0048215999,8.66,-0.2,10.82,7.33,14.74,0.91,False,8.99,-2.65,0.84
26962,AB India Growth C USD,52.8.LU0430679075,8.96,0.15,11.2,7.7,14.74,0.93,False,9.35,-2.31,0.84
26963,AB India Growth I USD,52.8.LU0086551628,10.08,1.41,12.59,9.05,14.76,1.02,False,10.73,-1.06,0.84
26964,AB India Growth A EUR,,9.33,0.94,11.64,8.13,14.86,0.96,False,9.81,-1.88,0.84
26965,AB India Growth AX EUR,,9.51,1.14,11.87,8.36,14.87,0.97,False,10.04,-1.68,0.85
26966,AB India Growth BX EUR,,8.62,0.14,10.76,7.28,14.86,0.91,False,8.95,-2.68,0.84
26967,AB India Growth I EUR,,10.03,1.75,12.54,9.0,14.87,1.01,False,10.69,-1.08,0.85
26968,abrdnI-Indian Equity A Acc EUR,52.8.LU0498184596,5.13,-3.76,8.98,7.7,15.69,0.73,False,9.47,-5.63,0.91
26969,abrdnI-Indian Equity A Acc GBP,52.8.LU0231462077,5.38,-3.48,9.1,7.74,15.8,0.71,False,9.49,-5.88,0.91
26970,abrdnI-Indian Equity A Acc USD,52.8.LU0231490524,4.83,-3.55,8.85,7.62,15.88,0.73,True,9.47,-5.52,0.91
26971,abrdnI-Indian Equity I Acc USD,52.8.LU0231490953,5.5,-2.79,9.71,8.48,15.9,0.78,True,10.34,-4.73,0.91
26972,abrdnI-Indian Equity X Acc EUR,52.8.LU0837977544,5.72,-3.08,9.78,8.49,15.7,0.78,False,10.29,-4.9,0.91
26973,abrdnI Indian Equity X Acc USD,52.8.LU0837977205,5.47,-2.83,9.66,8.43,15.89,0.78,True,10.29,-4.77,0.91
26974,Amundi Fds SBI FM India Eq A EUR AD D,52.8.LU0552029315,7.76,1.17,14.89,12.7,14.02,1.19,False,12.33,0.59,0.84
26975,Amundi Fds SBI FM India Eq A EUR C,52.8.LU0552029232,7.78,1.19,14.91,12.7,14.02,1.19,False,12.3,0.61,0.84
26976,Amundi Fds SBI FM India Eq A USD AD D,52.8.LU0236502158,7.79,1.21,14.91,12.54,13.87,1.2,False,12.06,0.71,0.83
26977,Amundi Fds SBI FM India Eq A USD C,52.8.LU0236501697,7.79,1.2,14.91,12.68,13.87,1.2,False,12.29,0.71,0.83
26978,Amundi Fds SBI FM India Eq F2 USD C,52.8.LU0557865937,6.92,0.2,13.77,11.55,13.85,1.13,False,11.08,-0.25,0.83
26979,Amundi Fds SBI FM India Eq G USD C,52.8.LU0236502315,7.52,0.89,14.57,12.38,13.87,1.18,False,11.99,0.41,0.83
26980,Ashoka WhiteOak India Opps A EUR Acc,52.8.IE00BD3RLX88,11.03,0.91,20.05,,17.52,1.21,False,,3.21,0.98
26981,Ashoka WhiteOak India Opps A GBP Acc,52.8.IE00BHPGG250,11.37,1.16,20.15,,17.79,1.19,False,,2.96,0.99
26982,Ashoka WhiteOak India Opps A USD Acc,52.8.IE00BD3RLY95,10.62,0.69,19.95,,17.57,1.21,False,,3.37,0.97
26983,Ashoka WhiteOak India Opps D EUR Acc,52.8.IE00BDR0JY05,10.62,0.77,19.64,,17.56,1.19,False,,2.84,0.98
26984,Ashoka WhiteOak India Opps D GBP Acc,52.8.IE00BHPGG474,10.96,0.69,19.6,,17.78,1.16,False,,2.51,0.99
26985,Ashoka WhiteOak India Opps D USD Acc,52.8.IE00BH3N4915,10.21,0.24,19.42,,17.56,1.19,False,,2.92,0.97
26986,Ashoka WhiteOak India Opps F EUR Acc,52.8.IE00BDR0R800,9.91,-0.36,18.54,,17.51,1.14,False,,1.94,0.98
26987,Ashoka WhiteOak India Opps F USD Acc,52.8.IE00BDR0R792,9.5,-0.56,18.46,,17.55,1.14,False,,2.11,0.97
26988,BGF India A2,52.8.LU0248272758,6.91,-0.8,13.89,10.1,15.3,1.06,False,12.03,-0.64,0.89
26989,BGF India A2 EUR,52.8.LU0248271941EUR,6.94,-1.02,13.85,10.07,15.38,1.05,False,12.0,-0.64,0.89
26990,BGF India A4 GBP,52.8.LU0250163515,7.25,-0.81,13.93,10.1,15.63,1.03,False,12.01,-1.06,0.92
26991,BGF India C2,52.8.LU0248424524,5.81,-2.03,12.47,8.73,15.29,0.97,False,10.63,-1.9,0.89
26992,BGF India C2 EUR,52.8.LU0331285840EUR,5.85,-2.26,12.43,8.7,15.36,0.97,False,10.61,-1.9,0.89
26993,BGF India D2,52.8.LU0724618193,7.56,-0.06,14.74,10.92,15.32,1.1,True,12.86,0.1,0.9
26994,BGF India D2 EUR,52.8.LU0288299570EUR,7.59,-0.28,14.7,10.89,15.41,1.1,False,12.84,0.1,0.9
26995,BGF India D4 GBP,52.8.LU0827882712,7.91,-0.06,14.78,10.92,15.64,1.08,False,12.84,-0.29,0.92
26996,BGF India E2,52.8.LU0248273137,6.47,-1.29,13.32,9.55,15.3,1.02,False,11.46,-1.16,0.89
26997,BGF India E2 EUR,,6.5,-1.52,13.28,9.52,15.37,1.02,False,11.45,-1.16,0.89
26998,BGF India I2 USD,52.8.LU2386952878,7.78,0.17,,,,,False,,,
26999,BGF India X2 USD,52.8.LU0248274374,8.46,1.0,15.91,12.07,15.31,1.17,False,,1.13,0.9
27000,BNP Paribas India Eq Cl Cap,52.8.LU0823428932,7.63,-0.37,12.71,10.55,13.22,1.1,True,9.18,-0.9,0.78
27001,BNP Paribas India Eq Cl Dis,52.8.LU0823429153,7.62,-0.37,12.7,10.55,13.22,1.1,True,9.18,-0.9,0.78
27002,BNP Paribas India Eq Cl EUR Cap,52.8.LU0823428346,7.62,-0.38,12.7,10.55,13.35,1.09,True,9.18,-0.99,0.79
27003,BNP Paribas India Eq Cl EUR Dis,52.8.LU0823428429,7.62,-0.37,12.71,10.54,13.35,1.09,False,9.18,-0.99,0.79
27004,BNP Paribas India Eq I Cap,52.8.LU0823429237,8.6,0.75,13.97,11.78,13.24,1.18,True,10.4,0.22,0.78
27005,BNP Paribas India Eq N Cap,52.8.LU0823429401,6.96,-1.13,11.86,9.72,13.21,1.04,True,8.36,-1.64,0.78
27006,BNP Paribas India Eq Priv Cap,52.8.LU0823429583,8.5,0.63,13.84,11.66,13.23,1.17,True,10.21,0.1,0.78
27007,BNP Paribas India Eq Priv EUR Cap,52.8.LU1695653417,8.49,0.63,13.84,11.66,13.37,1.16,False,,0.01,0.79
27008,Comgest Growth India EUR I Acc,52.8.IE00BD5HXH43,10.82,4.69,15.94,10.49,16.04,1.1,True,13.46,0.65,0.91
27009,Comgest Growth India EUR R Acc,52.8.IE00B56BR119,9.69,3.38,14.49,9.12,16.01,1.03,True,12.09,-0.6,0.91
27010,Comgest Growth India USD Acc,52.8.IE00B03DF997,10.37,4.16,15.35,9.93,15.84,1.08,False,12.85,0.25,0.9
27011,Comgest Growth India USD X Acc,,-3.49,11.47,10.3,,24.55,0.68,False,,-1.28,1.02
27012,DWS India,52.8.LU0068770873,5.67,-0.54,14.01,11.45,13.29,1.16,False,10.99,-0.52,0.84
27013,DWS India TFC,52.8.LU1799928251,6.5,0.44,15.14,12.44,13.3,1.23,False,,0.45,0.84
27014,EdR India A,52.8.FR0010479931,5.96,-2.48,12.29,10.7,15.99,0.94,False,10.76,-2.33,0.93
27015,EdR India B,52.8.FR0010998153,5.96,-2.48,12.23,10.67,15.98,0.93,False,10.74,-2.37,0.92
27016,EdR India BR,52.8.FR0013312337,6.18,-2.17,,,,,False,,,
27017,EdR India CRE,52.8.FR0013307402,6.21,-2.19,12.62,11.05,15.99,0.96,False,,-2.04,0.93
27018,EdR India E,52.8.FR0010594309,5.61,-2.88,11.84,10.27,15.98,0.91,False,10.35,-2.73,0.93
27019,EdR India F,52.8.FR0011076090,5.62,-2.87,11.85,10.26,15.88,0.92,False,10.95,-2.64,0.92
27020,EdR India I,52.8.FR0010614602,6.73,-1.58,13.27,11.7,15.98,0.99,False,11.74,-1.49,0.93
27021,EdR India ID,,33.4,58.47,17.31,12.88,23.86,0.7,False,11.25,1.42,0.97
27022,EdR India SC,52.8.FR0012188399,7.04,-1.25,13.72,12.17,16.03,1.01,False,,-1.07,0.93
27023,Fidelity India Focus A-Acc-USD,52.8.LU1805238398,7.63,-1.02,14.43,11.31,14.5,1.11,False,,0.14,0.83
27024,Fidelity India Focus A-EUR,52.8.LU0197230542,7.92,-1.07,14.44,11.3,14.54,1.11,False,12.37,0.13,0.83
27025,Fidelity India Focus A-GBP,52.8.LU0197230971,8.11,-1.11,14.41,11.29,14.54,1.11,False,12.38,0.11,0.83
27026,Fidelity India Focus A-USD,52.8.LU0197229882,7.61,-1.01,14.41,11.3,14.49,1.11,False,12.37,0.15,0.83
27027,Fidelity India Focus Y-Acc-EUR,52.8.LU1306267268,8.69,-0.2,15.43,12.25,14.54,1.17,False,,0.99,0.83
27028,Fidelity India Focus Y-Acc-USD,52.8.LU0346391245,8.36,-0.16,15.38,12.26,14.49,1.17,False,13.29,1.01,0.83
